tweet,labels
"@CNNIndonesia Ini kalau beneran ganti Rezim, trus UU KPK dibalikin kek dulu, aseli tu pejabat2 banyak yg masuk, termasuk BuzzeRp..",0
"@CNNIndonesia pks gw saranin lu ikut pawai aja dah, kader lu gada yg bagus gausah maksa",0
@CNNIndonesia Yg pake Pertamax lebih baik pindah ke Shell Super. Selain lebih murah juga lebih bagus. Ga kayak BUMN rasa VOC satu itu,0
@CNNIndonesia HAHAHAHAHAHAHAHA,0
"@CNNIndonesia indonesia dengan politik bebas aktif dan anggota non-blok: ""hehe.""",0
@CNNIndonesia jadi sekarang mau dinarasikan kalo yg nolak RKUHP itu teroris? well played.,0
@CNNIndonesia Koq diem saat Ade Armando melakukan Politik Identitas  ?,0
"@CNNIndonesia Stelah tdk jadi presiden, ada kemungkinan dia tidak akan diperhitungkan, termasuk oleh rekan2 parpolnya.",0
"@CNNIndonesia point pentingnya adalah, diakui oleh Kadiv Humas Polri Irjen Dedi Prasetyo, ""dua anggota yang gugur saat tugas pengamanan di Stadion Kanjuruhan, Malang, Jawa Timur disebabkan karena kekurangan oksigen""

artinya, sumber masalahnya ialah GAS AIR MATA. Catat.",0
"@CNNIndonesia Benar kata pengamat, udah mirip kerajaan",0
"@CNNIndonesia Busyet, trus apa tindakanya? Gk ada langkah hukum gitu bg polri nya??? (Pura2 amnesia klo lg bhs coklat)",0
"@CNNIndonesia Kebanting kalo benda masih masuk akal, lah ini manusia cok. Makhluk hidup, Akal pikirannya dipake lah.",0
"@CNNIndonesia Apa salah dari CCTV?? Pada peristiwa² memilukan ini, dia selalu dihilangkan.. 
- KM 50
- Kebakaran gedung Kejagung
- Peristiwa Sambo
- Tragedi Kanjuruhan",0
"@CNNIndonesia Nunggu komen 
""Saya ngevape sehari habis liquid 3 liter gapapa tuh, hoax ini""...",0
@CNNIndonesia Karyaa Karyaa Karyaa tapi Karyanya banyak yang ngga berguna... Mantan gubernur Yaman,0
"@CNNIndonesia Tetangga yang hajatan muter dangdut sampe jam 1 malam, mantap kena ini 😤",0
"@CNNIndonesia Kalau setiap orang boleh melmpiaskan kmarahan dgn membunuh, mka kuburan akan kurang lahan, pnjara tak mampu tampung pnjahat, dan si Sambo mungkin sdh mati duluan krn pasti ada orang yng pernah marah n muak kepadanya. Hukum ada utk menentang kesewenangan diri.",0
"@CNNIndonesia gausah gegayaan subsidi orang2 mampu buat beli gituan, itu salah sasaran namanya

Alokasiin subsidi ke public transport, benerin aja dulu integrasinya, atau buat semua angkot tuh pake listrik, dinyamanin dulu

Eh tapi ntar ga laku mobilnya ya, suppliernya udah kadung ditunjuk 😅",0
@CNNIndonesia Trus ngapain rumahnya dijaga pak.. bawa ke kantor polisi.. interogasi ibu itu.. inisiatif sendiri apa ada yg perintah.. yg perintah siapa.. kejar terus dan hasilnya beberkan ke publik,0
@CNNIndonesia Wakil Tuhan dicopot oleh Wakil Rakyat.,0
@CNNIndonesia Semoga Jokowi punya mantu di semua kelurahan se Indonesia...  🤭,0
"@detikcom Innalillahi wainaillahi rojiun, selamat jalan Pak ogah.... Terima kasih sudah banyak menghibur kami di masa kecil dulu. Kini saatnya kami mengenang dan mendoamu, semoga engkau tenang di surga sana, Aamiin",0
"@detikcom Pak Kapolri, usut dulu ada pelanggaran/ penyimpangan apa gak? Sdh lulus peringkat 3 koq tiba2 digugurkan krn tdk memenuhi syarat usia, bukankah biasanya syarat usia itu ada di thp awal (administrasi), kalo usia gk memenuhi syarat seharusnya sdh gugur di thp awal (administrasi)",0
"@detikcom @detik_jatim Nah gini dong gak usah pake initial, segala tukang ngentot paksa jangan pake initial kalau perlu bin atau nama orangtuanya juga cantumkan plus fotonya.biar nyahok",0
"@detikcom @detik_jatim Ini polisi ngerasa superior bgt bisa ngapain aja, udh dipanggil presiden masih aja lho. Cuma lulusan sma ngaruh ga si ?
 udh bodo keras kepala, bapa gua lulusan stm aja pinternya ngalahin sarjana",0
"@detikcom senin besok boleh tuker uang pak, mau nyari nomor cantik, kalo orang BI lg repot  sy cari sendiri yg penting ditunjukin ruangannya dimana",0
"@detikcom Mantap, duit rakyat dipake buat keperluan pribadi. warganya tuker mie instan dengan ubi jalar biar bisa makan.

Giliran sakit duit negara yg kau diembat, giliran sehat kau main kasino.",0
"@detikcom ini yg goblok siapa si? 🤨 biar kata gue sekolah ga setinggi beliau tp logika msh lmyn berfungsi kok, knp pandangan luar jd lbh di prioritaskan dibanding mikirin gmn caranya spy para koruptor &amp; calon²nya bisa jera &amp; takut? 🤨 tp apalah daya gue yg cm rkyt jelata ini cm bs komen🙄",0
"@detikcom Jika menggunakan metode yang sama dengan Wahabi, lalu bedanya NU apa? Sama-sama saling menyerang dan mengkafirkan. Wahabi menggunakan instrumen agama, NU menggunakan system negara. Mari sholat isya sejenak, ngab...",0
"@detikcom Udah mau tahun 2023 Amerika udah kebulan Lo masih manual aja,,padahal udah di sediakan JAKI aplikasi pengaduan,,lu masih pake cara primitif era Ahok yang kalo orang ngadu di bilang TAIK TAIK TAIK....kwkwkw",0
"@detikcom Bagus lah di tolak, acaranya juga gelaran politik doang kok.",0
"@detikcom Pantas rambutnya hitam, gak ada mikirin rakyat",0
"@detikcom Padahal di instagram berita lokal cianjur rame sampe ada  wawancara segala, diem2 apanya 🤣 ga cuma 1 account pula yg beritain.",0
"@detikcom titip salam buat penghuni sel tempat nanti dia ditahan, bilangin ada anak baru kasus nusuk perempuan pulang ngaji
Biar abis didalem",0
"@detikcom Katanya Oknum tapi Berjamaah
Katanya Aparat tapi Kvarat
Katanya Mengayomi tapi Mendholimi
Katanya sesuai prosedur tapi bikin ancur",0
"@detikcom @detik_sulsel Rekam jejak politik identitas ayat dan mayat , yg menghantarkan nya menuju DKI 1.",0
"@detikcom Setelah bebas, healing ke bali. Sambil mengenang kejahatan masa lampau.
Makan bakso gerobak, sambil ngobrol sama yang jual, orang Jawa Timur.
""Mbiyen nggon iki tak bom, mas""",0
"@detikcom Iphon antri, bansos antri, pertalite antri.. bgst emg",0
@detikcom @detik_jabar lah mesti dilelang dan dikembalikan ke para korban dong,0
"@detikcom Pertanyaan yang aneh…dalam konteks cuitan itu, bedanya Ibu Negara RI dan Ibu Negara Korsel? Intinya, cuitan itu merendahkan martabat manusia, khususnya perempuan…",0
@detikcom Puan tanpa embel2 Bung Karno hanyalah emak2 biasa yg naik motor matic sein kanan belok kiri,0
@detikcom Biar dikira warga solo menolak. Padahal yang demo tuh mahluk2 bayaran semua.. Demo kok cuma segelintir..,0
"@detikcom @detik_jateng Terus gak mampu?lalu abis ini mau nyapres?piye toh ngusir mafia daerah sendiri aja bingung,,gimana mau ngusir mafia korupsi negara?????",0
"@detikcom @detik_jabar Sebentar lagi ada beritanya, pelaku meminta maaf bla.. bla.. bla..",0
"@detikcom Seenak jidat main pindahin jaringan, tapi alatnya rakyat suruh beli sendiri",0
"@detikcom Dia Ini adalah menteri kehutanan jaman SBY yg memberikan izin deforestasi hutan Kalimantan terbesar sepanjang sejarah manusia, tak heran jika menjabat lagi yg dia mampu hanya import, kenapa Jokowi memilihnya tanpa melihat track record orang ini ya 🤔?",0
"@detikcom Gua sebagai mahasiswa aja dukung G20, ini mahasiswa kenapa menolak? Jangan sok kritis lah. Kritis” mulu tapi ga ada hasilnya juga buat mahasiswa, dukung aja acaranya biar sukses, lancar. Nanti lo bagian dari pemerintah pasti lo jilat kata”mu lagi",0
@detikcom Nglanggar kode etik tuh... pejabat dr Kepolisian memang suka semau gw..,0
"@detikcom ""Pemerintah larang bensin murah selain yang dijual pertamina""",0
"@detikcom Saya setuju pendapat Kang @ridwankamil soal IKN. Belum ada Urgensinya memindahkan Ibukota Negara. 

Saya rasa akan makin banyak Tokoh Nasional yang mau bersuara lantang  tentang IKN dan segala macam hayalan didalamnya.",0
"@detikcom Yg perlu diberantas itu jendral2 yg jadi bekingan preman, dept collector, pinjaman online, dan ormas anarkis. Kalau ada tapi.",0
@detikcom Masi ga ngerti kenapa warga 62 demen amat ama rame2 yak? Ampe semaput jg kagak kapok2.. gagal paham de bener.,0
"@detikcom Logika si ownernya ni motong gaji pake dalih kesetaraan seolah2 kebaikan bersama, tp jatuhnya yaaa emg licik aja

Ga mau bayarin 300rb yg notabenenya hak karyawan krn ngerasa udah dibayarin pemerintah lewat BSU~ 300rb dikali berapa org jg lumayan kalo masuk ke kantong pribadi~",0
"@detikcom @detik_jatim Kasih ular ini pekerjaan, karena kata orang tua ular kobra itu banyak bisanya.",0
"@detikcom Udah ada pesawat, ngapain sih aneh aneh, bukannya benerin infrastructures yang di luar jawa! 
Yang ada ni negara di jabel karena kebanyakan utangnya tar!",0
"@detikcom Sbnrya suka sama gambar/simbol pelangi, tapi sejak diklaim untuk jd lambang kaum pelangi jadi gimanaaaa gitu... mu pake gambar atau asesoris pelangi kan jd keder bgni caranya... ganti kaum apa kek... knp sih hrs pk pelangi eelaaahhh",0
"@detikcom Rata² IQ 78,49 yg dimiliki orang Indon ternyata terbukti! Gampang terprovokasi lalu asal eksekusi, gak di verifikasi dulu orangnya",0
"@detikcom @detik_jateng Kampung halamanku di nodai seorsng oknum, padahal byk pahlawan terlahir disini. Jd malu rasanya.....Kakek saya dulu juga polisi, bapak TNI tapi melarang anak2nya jadi polisi/tni. Saya baru paham mengapa dilarang.",0
"@detikcom Yg saya penasaran cuma 1, kok ga ada yg kritik PJ Gub gegara ini? Kemarin2 selalu Gub DKI yg disalahkan, tp skrg mereka yg selalu kritik terdepan, seolah menghilang seperti Avatar the legend of Aang,",0
"@detikcom gak kuat sewa di kemang guys, sekali sewa harus ambil 5 tahun. sementara penjualan offline udah gak oke lagi. pindah lokasi, alokasi dana buat iklan online.",0
"@detikcom Klo masalah bokep sangatlah cepat, coba cari tau dimana keberadaan harun masiku langsung gak ada jawaban 👀",0
"@detikcom Pak Jokowi itu Presiden, memiliki kendali atas Polri, BIN, TNI. Semua memiliki SDM intelijen untuk mengetahui kalau hal seperti ini dianggap jebakan.",0
"@detikcom Mas @sandiuno  yang baik hati, masyarakat kurang piknik itu krn gak ada waktu, sekalinya ada waktu pas gk ada duit, sekalinya ada waktu dan duit, sdh gk ada tenaganya. 😁",0
@detikcom @detik_jatim Ini hate speech bukan sih? Lagian takut amat sama Pak Anies. Pak Anies orang baik jujur amanah cerdas n berprestasi. Klo mau “lawan” Pak Anies lawan lah dengan fair nanti saat pemilu.,0
"@detikcom Baguss dah,tar motor gua isi full tank shell super dah..udah beralih ke shell..membantu meringankan beban subsidi negara 💪🏻",0
"@detikcom @detik_jatim yg ngasih julukan netijen tiktok, yg dibully bapaknya
kasian jg sbenernya yg dia lakuin pun sbenernya ga ganggu org samsek",0
"@detikcom 2019 hanyalah ekses dari peristiwa pilkada DKI 2017 yg jadi biang keladinya.
Kita terbelah karenanya

Yg mengherankan, tokoh2nya tanpa rasa malu kembali tampil

Yg menyedihkan, partai politik tetap mengusungnya seolah bangsa besar ini tidak punya sosok lain yg lebih menenangkan😢",0
"@detikcom Kalo sampe ada yg bela 3 orang ini, begal sama gangster makin merajalela percayalah, karna kalo ketangkap disiksa ada yg belain.",0
"@detikcom Ini akan jadi pembuktian apakah @PolrestabesSby serius mengusut kasus kekerasan ini, atau cuma semangat ngurusin ""kebaya merah"".
@DivHumas_Polri @ListyoSigitP",0
@detikcom Kalau mau tahu siapa buzzer? Ya bocil2 ini contoh buzzer. Para pemalas tdk produktif dan pengangguran yg dibayar cukong utk menyalak dan menggonggong tidak karuan di jalanan.,0
"@detikcom Aparat penegak hukum sebenarnya dari dulu² sudah tau siapa orang² yg berkecimpung di dunia judi online maupun offline tapi selama ini malah dilindungi karena ada sesuatunya,sudah menjadi rahasia umum itu.",0
"@detikcom @Ronnie_Rusli 👍👍👍👍 kesalahan kalok dicari mah ada aja namanya manusia 
What goes around comes around
Kalok isilop nyari2 kesalahan rakyat terus, lama2 rakyat juga akan nyari kesalahan isilop melulu",0
"@detikcom lebih sangat sulit lagi cari gereja, pura, vihara dan klenteng...",0
"@detikcom Mungkin dia cuma mencari makna ketuhanan, tp yaa gmna ya... kitab yg paling lengkap memang alquran sih",0
@tvOneNews #TangkapAbuJanda,0
@tvOneNews Kagak yakin cuma satu orang bukankah kebawah harus ada tanda tangan yg harus dilakukan....??!!! Duwit covid ribuan trilliun pada kemana peginya... Covid berkah bagi sebagian orang itu sangat amat benar.....,0
"@tvOneNews POLRI, tim Siber IT nya males kerja ya ? Jadi malah sibuk nyari tersangka palsu di luaran sana. Klu mau makan gaji buta, mending resign aja.",0
@tvOneNews Para santri di suruh jgag NKRI sementara pemimpin negarpa mngobral NKRI kepada asing khususnya aseng...,0
"@tvOneNews Si Kuat Maruf ini masih baca skenario lama, padahal udah basi.",0
"@tvOneNews Wuih lengkap ya, udah beking judi, narkoba, sekarang ketahuan beking si Nyai Nikmir.
Dari urusan judi sampe esek"".",0
"@tvOneNews Ada2 aj...yg di masjid diingatkan utk berkerudung ngamuk2 teriak2 intoleran, ni jd tersangka...nonis tetiba berkerudung utk menghindari wartawan. 
Kerudung oh kerudung...",0
"@tvOneNews Ada yg tidak memenuhi janji, tapi pengen 3 periode. Bujimane pak @PrasetyoEdi_ ?",0
@tvOneNews Terdidik tapi pecatan dan nggak bisa kerja cuma omdo,0
@tvOneNews Oknum lagi,0
"@tvOneNews Klo memang bagus, knp @pertamina gk buka posko ""pengaduan"" jg.....🤭🤭",0
@tvOneNews Coba kalau ada orang nantang nginjak kitab umat lain pasti langsung diciduk dan dilabeli jamaah berbau Islam,0
"@tvOneNews Perilaku menyimpang tdk mau berubah, maunya diterima . Org yg anti dibilang homophobia lah, tdk menghargai HAM lah, Tak mau di usik tp diam2 trs cari"" mangsa"" utk menularkan perilakunya . Giliran pada sakit komunitas mrk sendiri pd tutup mata. Akhirnya jd kerjaan pmerintah juga",0
"@tvOneNews Gue orang yg pertama ngebully lu, seperti kawanan lu ngebully anies 🤣",0
"@tvOneNews Katolik / Kristen : Kamu Domba Tersesat
Muslim :Okay
Hindu  : Kamu Maitrah
Muslim: okay
Buddhi : Kamu abrahmacariyavasa
Muslim: okay
Yahudi: kamu Goyim
Muslim: No problem
Atheis : Kamu Halu
Muslim : No Problem
Giliran Muslim: Kalian Semua KAFIR Dlm agama Ku 🤔

MARAH Mereka 😂",0
@tvOneNews Iya Bu.. saya tiap hari menggoreng karena saya penjual gorengan 🤦🤦🤦 demi isi perut dan biaya sekolah anak saya Bu.. ibu mah enak tinggal. Bilang semua lgs di sediakan,0
"@tvOneNews kata ""kehendak rakyat"" ini ambigu nih, bisa jadi bertolak belakang dengan konstitusi, maaf kalo salah.",0
@tvOneNews Survey yg jujur tanpa ada kepentingan tertentu karena bersifat terbuka serta di ikuti olh banyak orang ini sangat luar biasa.,0
"@tvOneNews miskinkan keluarganya, jgn biarkan 17T dinikmati yg lain",0
"@tvOneNews Harus team dari FIFA yg investigasi. 
Percuma saja jika PSSI yg investigasi, karena mereka yg bermasalah kenapa jadi mereka yg memeriksa",0
@tvOneNews Klo utk pencalonan presiden gue pilih Anies. Adem,0
"@tvOneNews Diam di injak2,melawan di tuduh radikal dan intoleran..😭",0
"@tvOneNews Sejak ahok jd komut, ga pernah BBM turun, malah terus melonjak naik berkali-kali dalam tempo yg singkat. Janji Mafia migas bakal diberangus cuma omong kosong belaka!.. Tahiklah memang itu orang dan para pemujanya!!!...",0
"@tvOneNews Adek2 yg pinter, tolong jangan mau ditunggangi politisi. Ga bakal bawa karya kalian kemana2, ujungnya cuma unk suara. Minimal adek2 ceki2 partainya, jangan mau sm partai yg cuma bernarasi bela Wong cilik pdhl wilayahnya bny yg putus sekolah, aplg partai juara baju Oren. Say No!",0
@tvOneNews terus yang di gaji pake duit rakyat ngapain aja kerjaanya..?? amatiran..!!,0
"@tvOneNews Pak presiden memang bilang kita bebas untuk berbicara, tapi apa yang terjadi setelahnya bukan urusan presiden.",0
"@tvOneNews Jangankan nyurvei Ganjar vs Anies vs Wowo. Kalo yang nyurvei si babi botak, gue yakin 1000 dari 500 responden juga percaya kalo kentut Jokowi wangi andai disurvei 🤣🤣🤣",0
"@tvOneNews Heeem janji melulu,waktu pilkada 2017 juga gitu janji rumah DP nol% nyatanya.....",0
@tvOneNews Padahal menteri itu jabatan politik yg tidak mensyratkan ijazah &amp; otak 😁,0
"@tvOneNews Kalo 0 Persen Kenapa Loe Serang Terus2an,,, Biarin Ajalah, Lah Pandangan Kau Tidak Berprestasi Kok... Kalian Itu Seperti Orang Yg Tidak Bernegara Padahal Kalian Menjalankan Pemerintahan Yg Ada Didalam Negara, Gak Ada Cth Yg Bisa Diambil Dari Kalian Selama 10 Tahun Ini",0
@tvOneNews @aditdemarco 😂😂😂,0
@tvOneNews Since the beginning i said again and again PC adalah KOENTJI,0
@tvOneNews Kalo diperkosa  vaginanya bisa divisum..kalo dibanting bekas memar ditubuh bisa di visum...no bukti = hoax,0
"@tvOneNews Kata kata lolos seolah mengatakan paspampres kecolongan oleh bocah,.
Apakah sudah di kompirmasi .,bocah ini lolos atau di loloskan?!",0
@tvOneNews 😂😂😂 Lalu kalian rakyat sbg pembayar pajak mengharapkan peredaran narkoba ini berhenti gitu? mimpi!,0
"@tvOneNews Ada yg bekerja dengan jujur,tp ada pula yg merangkap jd perampok. Semoga yg jujur selalu panjang umur.",0
@tvOneNews Meneruskan kesengsaraan.. jgn dipilih lah...,0
"@tvOneNews Mahasiswa tolol...
Padahal Cak Imin minta pemilu diundur 2027
Yang didukung Cak Imin yang mana... Woey...

Ini mesti mahasiswanya si Bam Bulaksumur. Dosen mesum...",0
@tvOneNews Udah basi dan muak baca berita itu mengenai covid...dikampung kami karena dengar berita covid di tv sangking kesalnya tv dirumahnya dipecahkan...seandainya kalo ada ketemu sama orang yg memberitakannya ngak tau lah apa terjadi...,0
"@tvOneNews Yang diurusi teroris melulu
Hutangmu lho dibayar dulu",0
"@tvOneNews Hidup tukang bakso.
Lebih mulia jadi pedagang bakso daripada jadi penjabat yang suka beli bakso pake duit rakyat nyah... hehehe",0
"@tvOneNews Tenang, nanti ada pahlawan muncul akan bilang ""Dibatalkan"", tahu kan siap pahlawan nye...",0
"@tvOneNews Emang waktu balapan di Mandalika kemarin, puluhan ribu penonton diam semua, gak ada yg nyorakin pembalap...? 😅",0
"@tvOneNews Si Seto: ""Hah? Apa? Maaf uang di mata dan di telinga kakek terlalu tebal""",0
"@tvOneNews Gak lah. Klu keputusan @NasDem itu sudah sangat tepat sekali, namun tepatnya itu versi Rakyat, bukan versi penguasa, apa lagi versi cukong. Karena Nasdem faham klu Presiden itu Usernya Rakyat. Itulah kehebatan Nasdem, selangkah lebih Maju.
@pranandapaloh
@adityawilly",0
"@tvOneNews Benar kan, mesra palsu putri candrawati dipersiapkan utk alasan membunuh brig joshua yg mengetahui rahasia keluarga sambo, mk suami istri bejat ini harus dihukum mati, dibawah regu tembak terlatih.",0
@tvOneNews E ktp masih difotocopy kok ngomongin metaverse 😀,0
"@tvOneNews Dalam keadaan sakit (berarti dalam keadaan lemah) aja dia bisa bikin tweet yg bikin gaduh, ga kebayang kalau dia ngetweet dalam keadaan sehat bisa mendatangkan malapetaka diseantro jagad mungkin.",0
@tvOneNews Gw dri dulu gk tertarik dn gk pernah nonton podcast dia.,0
"@tvOneNews HTI sudah dibubarkan, sudah tidak ada wujudnya.... BNPT jangan terlalu mengada-ada asal mangap sesuai instruksi Kakak Pembina!",0
"@tvOneNews Kirim dong densus 88 buat nangkepin mrk...kan KKB itu kelakuan nya dah kyk teroris..meneror,kriminal,membunuh,berbuat kerusakan yg meresahkan masyarakat &amp; ingin memerdekakan wilayah Papua...lengkap udah ciri2 teroris @ListyoSigitP @DivHumas_Polri",0
"@tvOneNews 447

Tolong pembulatannya jangan nekat

Ngeri isj😭",0
"@tvOneNews Musyrik sateh @ridwankamil ...
Istighfar ih ......",0
"@VIVAcoid Innalillahi wainnailaihi rajiun, semoga tingkah laku beliau yang menghibur jadi salah satu amal ibadah yang diterima oleh Allah SWT. 

meninggalnya Lord Rangga ini menjadi tanda bahwa sebentar lagi akhir tahun",0
@VIVAcoid Bapak masih kangen di demo atau nda sekarang? 😅😅😅,0
@VIVAcoid Di RKUHP ini bisa dijerat pakai pasal ngibul,0
"@VIVAcoid Kemaren Cosplay jadi Petani nanem ujan2an, sekarang jadi Kuproy maen batu. Cerita selanjutnya pake jilbab ngider Ponpes. Kalo kaya gini masi dimenangin artinya ada yg salah dengan sistem Pemilu kita sih.",0
"@VIVAcoid Tanggung amat sisa 2,9%, knp gak ambil paket diamond 100% puas?",0
"@VIVAcoid Singapura dan pejabatnya Guoblok,...  Gak ada ceramah UAS itu sampai di tapsir Bom bunuh diri,.  Ceramahnya Adem asal Kalian Muslim lha klo kalian Kristen dengarin ceramah Pendeta.. jangan dengarin ceramah Ustad, krna jelas perbedaan Kitab dan Yg di anut gublok",0
@VIVAcoid Kalo kondisi makin sulit artinya yg bertanggung jawab ngurus rakyat GATOT!,0
"@VIVAcoid Kok tidak punya rasa malu ya,kalau memang hebat bikin partai sendiri,duit banyak,pendukung banyak,apa susah nya",0
"@VIVAcoid Prabowo jadi cawapresnya  mega di pilpres 2009 dengan perjanjian mega mau mengusung  prabowo jadi capres 2014 tapi kenyataanya mega malah mengajukan Jokowi,  padahal prabowo yg mengusung jokowi jadi gub DKI,  kenapa gak mau bilang juga ditikung mega  dan Jokowi?",0
"@VIVAcoid Jangan di viralin, bukan ustad soalnya..

Kita ikut buzzer aja. Biasanya klo ustad buzzer baru rame banget",0
"@VIVAcoid Kurang kerjaan pak.....
Yang bener itu turunkan harga BBM",0
"@VIVAcoid @PDI_Perjuangan  seperti jokowi yang buat rusak papua yang selalu mengabaikan aspirasi rakyat papua, untuk menyelesaikan masalah konflik papua Yang telah menelan nya manusia , belasan anggota TNI POLRI, korban JUTAAN RAKYAT MENGUNSI, FASILITAS, DAN TENAGA MEDIS HANCUR HANCUR,",0
"@VIVAcoid Semua kekuatan serentak dikerahkan utk menggiring opini, incl.@VIVAcoid ?",0
"@VIVAcoid Hal bodoh yg dilakukan sambo : membiarkan istrinya ttep pulang bareng Alm walopun ada pelecehan seksual. kalo mmg si ibok disetubuhi seperti yg dibilangnya dan diamini ama komnas perempuan, bisa kan divisum ada gak bekas2 persetubuhan. 
susah emang kalo uda gak takut sm Tuhan..",0
"@VIVAcoid Berani Bongkar institusi anda sebelumnya bernaung yang banyak mafianya ?
Berani Bongkar proyek KCIC yang bengkak Trilyunan ?",0
"@VIVAcoid Si deolipa makin ngawur kalau ngomong,masak iya bu putri mau ena' ena' sama kuat makruf, tampangnya kayak celengan semar...",0
@VIVAcoid mana ada pejabat diindonesia yg berani/mau bertanggungjawab atas suatu kejadian...yg ada cuci tangan...salinglempartanggungjawab...saling menyalahkan itu budaya/ mental pejabat direpoblik indonesia,0
@VIVAcoid Kami mengingatkan kepada anak muda waspada ada yang suka mau curi partai orang ...,0
"@VIVAcoid menjaga kiai ngak dapat cuan, menjaga gereja dapat cuan dan nasi bungkus, rokok dll.",0
@VIVAcoid Secara tak langsung Ernest mengatakan bahwa PSI berpolitik dgn cara tidak baik. Memang seperti itulh wajah PSI. Bukn begitu ?,0
@VIVAcoid Jakarta ditinggalkan anies jadi amburadul,0
@VIVAcoid Mmg Presiden sekarang tdk mempidanakan org yg menghinanya?? Ga usah jilat2 sampe segitunya. Ga makan yaa kl ga jilat2.,0
"@VIVAcoid secara logika, kalau PC diperkosa sama J di magelang, masa iya bisa 1 mobil dari magelang ke JKT dan PCR di rmh tanpa ada rasa ketakutan",0
@VIVAcoid Hanya peletakan batu...berapa tahun mangkrak nya tdk di hitung...kalau hanya peletakan batu anak 5 th pun bisa...,0
"@VIVAcoid Wong yg nonton ILC dari dulu org pendukung Baswedan kok,, Yo gak kaget..",0
"@VIVAcoid Politik nggak sehat , Politik Balas Dendam residu Jokowi - Ahok ?",0
"@VIVAcoid Kolaborasi petani dan BUMD DKI, saling menguntungkan, petani dpt harga lebih bagus dsn kepastian pasar,  DKI terjamin stok berasnya.... Muantap. 
Alhamdulillah. ..",0
"@VIVAcoid Media sekarang pada jadi buzzer goblok pula, memalukan sekali 🤮🤮👎👎!!??",0
@VIVAcoid Ya biasa toh,0
"@VIVAcoid Jadi mikirrr buk PC dan keluarganya kayak kisah drakor terbaru yg udh end ""little women""🥺 

Yg dimana si suami nikahin istrinya yg anak jendral, dan si suami dibantu naik pangkat oleh keluarga si istri, si suami rela lakuin apa aja perintah dari istrinyaa...huhu korban drakor😄",0
"@VIVAcoid Dibaca ya @Puspen_TNI ini adalah KESALAHAN Brigjen TNI Eko Setyawan Airlangga, memutar balik ke kanan dari lajur kiri, segera ganti rugi kerusakan truk dan muatannya.",0
@VIVAcoid Kasta terendah musisi adalah musisi yg mengcover tanpa ijin lalu mengkomersilkan-nya.,0
"@VIVAcoid Ideologi Indonesia yaitu Pancasila udah jelas, negara ini merupakan negara berketuhanan Yang Maha Esa. LGBT gak bisa diterima agama manapun yang diakui di Indonesia.",0
@VIVAcoid Media ikutan gila ya? M9delan bgini diberitakan. Suruh aja perempuan ini ikut msk pnjara sm sambo,0
"@VIVAcoid Siapapun gubernurnya jakarta dari tahun ke tahun tetap banjir dan macet.. coba siapa gubernur yg benar² mampu menghilangkan tradisi banjir dan macet di DKI.?

Setidaknya para gubernur ini sdh bekerja dgn baik dan sdkit meminimalisir..",0
@VIVAcoid Plis inpes to mae kantri,0
@VIVAcoid Pantes yang elektroniknya boncos semua anjeg. Mahal2 lagi kirain awet asu,0
"@VIVAcoid Kemaren pada paner Burberry, jam mewah, mobil2 mewah. Sekarang kok mendadak jadi pamer miskin??? Takut diciduk ya?

Tapi kebaca banget polanya. Polisi2 kapan sih kalian agak pinteran sedikit main dramanya?",0
@VIVAcoid BUMN cukup mensponsori BuzzeRp saja.,0
"@VIVAcoid Itu Asli
Waktu Jokowi blusukan mau jadi presiden apa gubernur ya gue lupa tp itu mmng asli
Sma Jokowi lagi nyapu jalanan juga
Sambil megang sapu 😂😂😂",0
@VIVAcoid Jangan lupa sedia ENTROSTOP just incase mules banyak yg mo jegal,0
"@VIVAcoid Sebaik apapun program lawan politik di cap buruk itulah buruknya politik Indonesia, maka wajar Indonesia tertinggal jauh dari negara lain, beda dengan negara lain matang dalam berpolitik yakni meneruskan yang baik dan mengganti yang tidak baik",0
"@VIVAcoid Gak laku. Ganjar Pranowo yang layak di calonkan jadi presiden. PDIP kalau ngotot mengusung Puan sebagai cawapres dampingi Probowo siap"" nyungsep.",0
@VIVAcoid Jabar  mana???  😀😄buktinya mana?? Jawa tengah  aja provinsi termiskin  di indonesia,0
"@VIVAcoid Sekali lagi, pesohor, orang kaya dan semacamnya di mata pengegak hukum harus ""diayomi"". 

Giliran rakyat kecil, perlakuannya seringkali tidak manusiawi. Ada yg balik-balik udah jadi mayat?",0
"@VIVAcoid Legacy 2 periode hutang numpuk pdhal janji ga mau hutang luar negri, omdo ekonomi meroket yg ada ekonomi nyungsep. Bikin bandara cuma jd bengkel, lagu-laguan mau bikin IKN, bikin kereta cepat aja ambyarrrr ...",0
@VIVAcoid Kita bisa lihat Kualitas jokowi dalam memilih Mentri - Mentrinya!,0
"@VIVAcoid Akmil cuma buat lingkaran anak jendral yg disiapkan utk menguasai jabatan2 strategis di tubuh tni,bukan dari putra putri terbaik di seluruh pelosok NKRI",0
"@VIVAcoid Buang2 waktu dan energi ngeladenin wanita sampah yg unfaedah, ga bisa di bandingin lah....masa apel ketemunya jeruk yg udh jatoh di aspal kelindes angkot pula",0
"@VIVAcoid Yg benar? 
Sakit jiwa kok WARAS ya coretan2 nya mengandung fakta kebenaran 😅😅😅",0
@VIVAcoid Kalo Ganjar disebutnya Religius... Kalo Anies mah politik identitas... Cik atuh lahhh,0
